customer_id,amount,credit_date,delay_days
CUSR-100018,296472.92,2025-10-02,1
CUSR-100018,297527.88,2025-09-15,14
CUSR-100018,299533.71,2025-08-01,0
CUSR-100018,292541.64,2025-07-02,1
CUSR-100018,293604.23,2025-06-03,2
CUSR-100018,297668.01,2025-05-01,0
CUSR-100018,300305.75,2025-04-01,0
CUSR-100018,300818.87,2025-03-03,2
CUSR-100019,123647.79,2026-02-02,1
CUSR-100019,125897.64,2026-01-03,2
CUSR-100019,125800.18,2025-12-01,0
CUSR-100019,124648.42,2025-11-01,0
CUSR-100019,126429.88,2025-10-02,1
CUSR-100019,125452.84,2025-09-01,0
CUSR-100019,124569.02,2025-08-01,0
CUSR-100019,127252.67,2025-07-01,0
CUSR-100019,127944.43,2025-06-03,2
CUSR-100019,124093.88,2025-05-01,0
CUSR-100019,125908.51,2025-04-02,1
CUSR-100019,127235.74,2025-03-01,0
CUSR-100020,354829.71,2026-02-11,10
CUSR-100020,351366.88,2026-01-02,1
CUSR-100020,355852.38,2025-12-03,2
CUSR-100020,350929.91,2025-11-03,2
CUSR-100020,358158.62,2025-10-01,0
CUSR-100020,359306.71,2025-09-03,2
CUSR-100020,349398.8,2025-08-07,6
CUSR-100020,354409.03,2025-07-02,1
CUSR-100020,351068.29,2025-06-03,2
CUSR-100020,362266.81,2025-05-03,2
CUSR-100020,356574.98,2025-04-03,2
CUSR-100020,355425.64,2025-03-07,6
CUSR-100021,293754.11,2026-02-01,0
CUSR-100021,299346.11,2026-01-03,2
CUSR-100021,292859.15,2025-12-01,0
CUSR-100021,291478.57,2025-11-03,2
CUSR-100021,298579.47,2025-10-06,5
CUSR-100021,302510.14,2025-09-12,11
CUSR-100021,291717.45,2025-08-03,2
CUSR-100021,296907.78,2025-07-03,2
CUSR-100021,291989.73,2025-06-02,1
CUSR-100021,292436.47,2025-05-10,9
CUSR-100021,300231.59,2025-04-01,0
CUSR-100021,297542.23,2025-03-02,1
CUSR-100022,259783.02,2026-02-02,1
CUSR-100022,259629.29,2026-01-01,0
CUSR-100022,257944.79,2025-12-01,0
CUSR-100022,258226.71,2025-11-03,2
CUSR-100022,255229.74,2025-10-13,12
CUSR-100022,254555.47,2025-09-03,2
CUSR-100022,256376.11,2025-08-03,2
CUSR-100022,261826.78,2025-07-03,2
CUSR-100022,252075.46,2025-06-03,2
CUSR-100022,256132.62,2025-05-02,1
CUSR-100022,256758.3,2025-04-10,9
CUSR-100022,256643.26,2025-03-02,1
CUSR-100023,351186.13,2026-02-02,1
CUSR-100023,358553.39,2026-01-01,0
CUSR-100023,352427.34,2025-12-01,0
CUSR-100023,354098.79,2025-11-01,0
CUSR-100023,352831.24,2025-10-01,0
CUSR-100023,362733.89,2025-09-03,2
CUSR-100023,358122.71,2025-08-06,5
CUSR-100023,350625.64,2025-07-03,2
CUSR-100023,352136.58,2025-06-11,10
CUSR-100023,351706.85,2025-05-02,1
CUSR-100023,351275.13,2025-04-03,2
CUSR-100023,364735.84,2025-03-09,8
CUSR-100024,276903.43,2026-02-01,0
CUSR-100024,269743.17,2026-01-01,0
CUSR-100024,274761.84,2025-12-15,14
CUSR-100024,277188.29,2025-11-03,2
CUSR-100024,277191.91,2025-10-02,1
CUSR-100024,270607.1,2025-09-02,1
CUSR-100024,276054.12,2025-08-02,1
CUSR-100024,269889.48,2025-07-02,1
CUSR-100024,272499.36,2025-06-03,2
CUSR-100024,271843.98,2025-05-01,0
CUSR-100024,267069.19,2025-04-03,2
CUSR-100024,269282.82,2025-03-03,2
CUSR-100025,155845.09,2026-02-01,0
CUSR-100025,160849.6,2026-01-03,2
CUSR-100025,159318.91,2025-12-02,1
CUSR-100025,155938.51,2025-11-01,0
CUSR-100025,156790.25,2025-10-02,1
CUSR-100025,160049.58,2025-09-02,1
CUSR-100025,158738.84,2025-08-01,0
CUSR-100025,156022.65,2025-07-12,11
CUSR-100025,160869.23,2025-06-03,2
CUSR-100025,158317.09,2025-05-01,0
CUSR-100025,158895.17,2025-04-01,0
CUSR-100025,158878.88,2025-03-02,1
CUSR-100026,307404.77,2026-02-03,2
CUSR-100026,301156.23,2026-01-02,1
CUSR-100026,306525.41,2025-12-03,2
CUSR-100026,301238.08,2025-11-03,2
CUSR-100026,312866.5,2025-10-03,2
CUSR-100026,303654.97,2025-09-01,0
CUSR-100026,304736.14,2025-08-01,0
CUSR-100026,309433.02,2025-07-02,1
CUSR-100026,302680.05,2025-06-01,0
CUSR-100026,306098.2,2025-05-03,2
CUSR-100026,312573.07,2025-04-03,2
CUSR-100026,305103.84,2025-03-02,1
CUSR-100027,230233.23,2026-02-01,0
CUSR-100027,238631.95,2026-01-02,1
CUSR-100027,231218.18,2025-12-03,2
CUSR-100027,235652.11,2025-11-01,0
CUSR-100027,238746.42,2025-10-01,0
CUSR-100027,235607.53,2025-09-01,0
CUSR-100027,233659.09,2025-08-03,2
CUSR-100027,233397.86,2025-07-01,0
CUSR-100027,233701.54,2025-06-08,7
CUSR-100027,232887.45,2025-05-01,0
CUSR-100027,233157.76,2025-04-01,0
CUSR-100027,231209.02,2025-03-02,1
CUSR-100028,114827.92,2026-02-15,14
CUSR-100028,117039.88,2026-01-11,10
CUSR-100028,114108.96,2025-12-02,1
CUSR-100028,117900.39,2025-11-02,1
CUSR-100028,117960.77,2025-10-13,12
CUSR-100028,114285.31,2025-09-03,2
CUSR-100028,115449.08,2025-08-12,11
CUSR-100028,117843.62,2025-07-01,0
CUSR-100028,113942.58,2025-06-01,0
CUSR-100028,115989.36,2025-05-02,1
CUSR-100028,116170.06,2025-04-09,8
CUSR-100028,117966.57,2025-03-01,0
CUSR-100029,205940.99,2026-02-03,2
CUSR-100029,203486.95,2026-01-03,2
CUSR-100029,202880.03,2025-12-01,0
CUSR-100029,207431.6,2025-11-03,2
CUSR-100029,207232.31,2025-10-03,2
CUSR-100029,208047.52,2025-09-14,13
CUSR-100029,202798.83,2025-08-03,2
CUSR-100029,206611.18,2025-07-12,11
CUSR-100029,203621.52,2025-06-03,2
CUSR-100029,208747.64,2025-05-01,0
CUSR-100029,203001.42,2025-04-03,2
CUSR-100029,207317.51,2025-03-03,2
CUSR-100030,319090.62,2026-02-02,1
CUSR-100030,317289.32,2026-01-03,2
CUSR-100030,317649.84,2025-12-02,1
CUSR-100030,320980.54,2025-11-02,1
CUSR-100030,327452.23,2025-10-02,1
CUSR-100030,320693.71,2025-09-02,1
CUSR-100030,316097.65,2025-08-03,2
CUSR-100030,326959.45,2025-07-06,5
CUSR-100030,319264.42,2025-06-01,0
CUSR-100030,324099.55,2025-05-02,1
CUSR-100030,318454.22,2025-04-02,1
CUSR-100030,325444.49,2025-03-11,10
CUSR-100031,148297.46,2026-02-01,0
CUSR-100031,151216.51,2026-01-01,0
CUSR-100031,148865.39,2025-12-03,2
CUSR-100031,149746.89,2025-11-02,1
CUSR-100031,152889.96,2025-10-01,0
CUSR-100031,152665.15,2025-09-03,2
CUSR-100031,147642.47,2025-08-02,1
CUSR-100031,150040.53,2025-07-02,1
CUSR-100031,148583.53,2025-06-01,0
CUSR-100031,151513.05,2025-05-03,2
CUSR-100031,149992.02,2025-04-02,1
CUSR-100031,151505.91,2025-03-01,0
CUSR-100032,347479.06,2026-02-01,0
CUSR-100032,339210.34,2026-01-03,2
CUSR-100032,336853.24,2025-12-02,1
CUSR-100032,340510.55,2025-11-06,5
CUSR-100032,337838.66,2025-10-01,0
CUSR-100032,343114.57,2025-09-01,0
CUSR-100032,339328.07,2025-08-03,2
CUSR-100032,336110.29,2025-07-02,1
CUSR-100032,344712.31,2025-06-03,2
CUSR-100032,338461.89,2025-05-03,2
CUSR-100032,341414.09,2025-04-09,8
CUSR-100032,336551.91,2025-03-01,0
CUSR-100033,64207.01,2026-02-02,1
CUSR-100033,63401.26,2026-01-02,1
CUSR-100033,63143.36,2025-12-03,2
CUSR-100033,65215.89,2025-11-03,2
CUSR-100033,64030.39,2025-10-01,0
CUSR-100033,64609.61,2025-09-02,1
CUSR-100033,64863.41,2025-08-03,2
CUSR-100033,64082.1,2025-07-03,2
CUSR-100033,64209.04,2025-06-02,1
CUSR-100033,65192.57,2025-05-02,1
CUSR-100033,64439.36,2025-04-03,2
CUSR-100033,65014.44,2025-03-02,1
CUSR-100034,123401.66,2026-02-03,2
CUSR-100034,125045.5,2026-01-01,0
CUSR-100034,123339.89,2025-12-01,0
CUSR-100034,125356.8,2025-11-03,2
CUSR-100034,125104.76,2025-10-03,2
CUSR-100034,122085.42,2025-09-03,2
CUSR-100034,126395.39,2025-08-01,0
CUSR-100034,124622.72,2025-07-06,5
CUSR-100034,126010.09,2025-06-01,0
CUSR-100034,123092.28,2025-05-02,1
CUSR-100034,122737.72,2025-04-01,0
CUSR-100034,124954.17,2025-03-03,2
CUSR-100035,277449.02,2026-02-01,0
CUSR-100035,276219.24,2026-01-01,0
CUSR-100035,274729.55,2025-12-01,0
CUSR-100035,268279.5,2025-11-02,1
CUSR-100035,268156.3,2025-10-01,0
CUSR-100035,270086.36,2025-09-01,0
CUSR-100035,274930.06,2025-08-01,0
CUSR-100035,269911.28,2025-07-02,1
CUSR-100035,273030.64,2025-06-06,5
CUSR-100035,272528.8,2025-05-03,2
CUSR-100035,268664.74,2025-04-01,0
CUSR-100035,271690.07,2025-03-03,2
CUSR-100036,96334.23,2026-02-03,2
CUSR-100036,98170.99,2026-01-01,0
CUSR-100036,98371.36,2025-12-01,0
CUSR-100036,98088.58,2025-11-14,13
CUSR-100036,96695.06,2025-10-03,2
CUSR-100036,96040.58,2025-09-02,1
CUSR-100036,96556.2,2025-08-01,0
CUSR-100036,96226.91,2025-07-03,2
CUSR-100036,95060.87,2025-06-02,1
CUSR-100036,97051.48,2025-05-03,2
CUSR-100036,95741.83,2025-04-02,1
CUSR-100036,98443.33,2025-03-01,0
CUSR-100037,191324.78,2026-02-03,2
CUSR-100037,191682.26,2026-01-02,1
CUSR-100037,184705.38,2025-12-02,1
CUSR-100037,190958.81,2025-11-02,1
CUSR-100037,190114.67,2025-10-02,1
CUSR-100037,187849.19,2025-09-06,5
CUSR-100037,188566.71,2025-08-01,0
CUSR-100037,187626.4,2025-07-02,1
CUSR-100037,187864.73,2025-06-01,0
CUSR-100037,185582.37,2025-05-01,0
CUSR-100037,187758.95,2025-04-14,13
CUSR-100037,188219.1,2025-03-09,8
CUSR-100038,392790.98,2026-02-08,7
CUSR-100038,383479.0,2026-01-02,1
CUSR-100038,391431.68,2025-12-01,0
CUSR-100038,393492.42,2025-11-03,2
CUSR-100038,392618.06,2025-10-01,0
CUSR-100038,387761.96,2025-09-02,1
CUSR-100038,379454.93,2025-08-03,2
CUSR-100038,391731.84,2025-07-01,0
CUSR-100038,379625.98,2025-06-02,1
CUSR-100038,381322.07,2025-05-01,0
CUSR-100038,390730.76,2025-04-02,1
CUSR-100038,383687.14,2025-03-02,1
CUSR-100039,148656.48,2026-02-03,2
CUSR-100039,152688.32,2026-01-02,1
CUSR-100039,151874.64,2025-12-10,9
CUSR-100039,150592.37,2025-11-03,2
CUSR-100039,151693.52,2025-10-02,1
CUSR-100039,151095.1,2025-09-02,1
CUSR-100039,153932.78,2025-08-01,0
CUSR-100039,148449.38,2025-07-01,0
CUSR-100039,150861.56,2025-06-03,2
CUSR-100039,148336.89,2025-05-03,2
CUSR-100039,151989.43,2025-04-03,2
CUSR-100039,150573.93,2025-03-01,0
CUSR-100040,318182.63,2026-02-01,0
CUSR-100040,315573.41,2026-01-01,0
CUSR-100040,309198.26,2025-12-02,1
CUSR-100040,320101.09,2025-11-03,2
CUSR-100040,318635.26,2025-10-03,2
CUSR-100040,312986.57,2025-09-01,0
CUSR-100040,318202.91,2025-08-02,1
CUSR-100040,314796.47,2025-07-01,0
CUSR-100040,309448.72,2025-06-03,2
CUSR-100040,310104.62,2025-05-02,1
CUSR-100040,314483.67,2025-04-01,0
CUSR-100040,309977.79,2025-03-03,2
CUSR-100041,173606.27,2026-02-14,13
CUSR-100041,176303.7,2026-01-01,0
CUSR-100041,177264.82,2025-12-03,2
CUSR-100041,176208.56,2025-11-03,2
CUSR-100041,171427.6,2025-10-03,2
CUSR-100041,171853.02,2025-09-10,9
CUSR-100041,172343.11,2025-08-03,2
CUSR-100041,172933.33,2025-07-02,1
CUSR-100041,174804.82,2025-06-01,0
CUSR-100041,176808.36,2025-05-01,0
CUSR-100041,173408.51,2025-04-10,9
CUSR-100041,173430.99,2025-03-01,0
CUSR-100042,381949.98,2026-02-02,1
CUSR-100042,390150.61,2026-01-02,1
CUSR-100042,386808.4,2025-12-01,0
CUSR-100042,392232.82,2025-11-15,14
CUSR-100042,388106.95,2025-10-03,2
CUSR-100042,391784.64,2025-09-02,1
CUSR-100042,383348.96,2025-08-03,2
CUSR-100042,390613.91,2025-07-03,2
CUSR-100042,387404.47,2025-06-01,0
CUSR-100042,390806.81,2025-05-02,1
CUSR-100042,379458.11,2025-04-03,2
CUSR-100042,378542.34,2025-03-02,1
CUSR-100043,267783.01,2026-02-01,0
CUSR-100043,264926.43,2026-01-03,2
CUSR-100043,267805.03,2025-12-01,0
CUSR-100043,265574.79,2025-11-02,1
CUSR-100043,268759.71,2025-10-03,2
CUSR-100043,264262.48,2025-09-01,0
CUSR-100043,264560.27,2025-08-01,0
CUSR-100043,271546.88,2025-07-03,2
CUSR-100043,269084.33,2025-06-02,1
CUSR-100043,270947.84,2025-05-01,0
CUSR-100043,268233.89,2025-04-03,2
CUSR-100043,266030.72,2025-03-13,12
CUSR-100044,246226.63,2026-02-02,1
CUSR-100044,251334.82,2026-01-03,2
CUSR-100044,250723.1,2025-12-02,1
CUSR-100044,253551.53,2025-11-03,2
CUSR-100044,246977.84,2025-10-01,0
CUSR-100044,253255.31,2025-09-01,0
CUSR-100044,252568.12,2025-08-02,1
CUSR-100044,249018.67,2025-07-02,1
CUSR-100044,248322.34,2025-06-01,0
CUSR-100044,252932.78,2025-05-01,0
CUSR-100044,248369.93,2025-04-03,2
CUSR-100044,245211.85,2025-03-01,0
CUSR-100045,76882.44,2026-02-07,6
CUSR-100045,76250.87,2026-01-03,2
CUSR-100045,77332.27,2025-12-02,1
CUSR-100045,77188.83,2025-11-01,0
CUSR-100045,76254.44,2025-10-02,1
CUSR-100045,75251.48,2025-09-02,1
CUSR-100045,75279.4,2025-08-10,9
CUSR-100045,76543.65,2025-07-03,2
CUSR-100045,76928.88,2025-06-01,0
CUSR-100045,76852.5,2025-05-01,0
CUSR-100045,76229.93,2025-04-01,0
CUSR-100045,74911.07,2025-03-03,2
CUSR-100046,291268.14,2026-02-03,2
CUSR-100046,290438.0,2026-01-03,2
CUSR-100046,294065.77,2025-12-03,2
CUSR-100046,287852.58,2025-11-01,0
CUSR-100046,298198.06,2025-10-02,1
CUSR-100046,294366.3,2025-09-03,2
CUSR-100046,287979.68,2025-08-02,1
CUSR-100046,292119.2,2025-07-02,1
CUSR-100046,295679.26,2025-06-01,0
CUSR-100046,290862.19,2025-05-03,2
CUSR-100046,297177.75,2025-04-03,2
CUSR-100046,296820.14,2025-03-03,2
CUSR-100047,136681.42,2026-02-01,0
CUSR-100047,136506.39,2026-01-14,13
CUSR-100047,138773.34,2025-12-01,0
CUSR-100047,137431.43,2025-11-01,0
CUSR-100047,139679.16,2025-10-01,0
CUSR-100047,138559.53,2025-09-03,2
CUSR-100047,137997.54,2025-08-03,2
CUSR-100047,141023.03,2025-07-03,2
CUSR-100047,138541.49,2025-06-03,2
CUSR-100047,141771.99,2025-05-01,0
CUSR-100047,137393.31,2025-04-03,2
CUSR-100047,141012.45,2025-03-01,0
CUSR-100048,145035.46,2026-02-03,2
CUSR-100048,143169.57,2026-01-02,1
CUSR-100048,144745.14,2025-12-03,2
CUSR-100048,143995.95,2025-11-01,0
CUSR-100048,145145.84,2025-10-02,1
CUSR-100048,147081.37,2025-09-01,0
CUSR-100048,143409.67,2025-08-03,2
CUSR-100048,146454.91,2025-07-02,1
CUSR-100048,144078.32,2025-06-03,2
CUSR-100048,146289.13,2025-05-01,0
CUSR-100048,145085.87,2025-04-06,5
CUSR-100048,144657.47,2025-03-03,2
CUSR-100049,114972.37,2026-02-02,1
CUSR-100049,113631.56,2026-01-01,0
CUSR-100049,115343.91,2025-12-02,1
CUSR-100049,111907.96,2025-11-01,0
CUSR-100049,114927.14,2025-10-01,0
CUSR-100049,115335.71,2025-09-03,2
CUSR-100049,111775.95,2025-08-03,2
CUSR-100049,115364.84,2025-07-02,1
CUSR-100049,112120.37,2025-06-01,0
CUSR-100049,114952.04,2025-05-03,2
CUSR-100049,111845.9,2025-04-03,2
CUSR-100049,111714.52,2025-03-01,0
CUSR-100050,183625.47,2026-02-01,0
CUSR-100050,181190.0,2026-01-02,1
CUSR-100050,185512.39,2025-12-01,0
CUSR-100050,180257.58,2025-11-14,13
CUSR-100050,183302.94,2025-10-02,1
CUSR-100050,179921.41,2025-09-03,2
CUSR-100050,183405.47,2025-08-01,0
CUSR-100050,181684.33,2025-07-03,2
CUSR-100050,186407.82,2025-06-01,0
CUSR-100050,179395.68,2025-05-02,1
CUSR-100050,182697.03,2025-04-01,0
CUSR-100050,184634.28,2025-03-02,1
CUSR-100051,389940.65,2026-02-02,1
CUSR-100051,386182.74,2026-01-01,0
CUSR-100051,389251.91,2025-12-03,2
CUSR-100051,377856.02,2025-11-02,1
CUSR-100051,388011.48,2025-10-01,0
CUSR-100051,378000.53,2025-09-01,0
CUSR-100051,389864.24,2025-08-01,0
CUSR-100051,382038.45,2025-07-03,2
CUSR-100051,376415.33,2025-06-01,0
CUSR-100051,386036.17,2025-05-03,2
CUSR-100051,386608.83,2025-04-02,1
CUSR-100051,384013.44,2025-03-02,1
CUSR-100052,252268.3,2026-02-02,1
CUSR-100052,250131.53,2026-01-02,1
CUSR-100052,250255.32,2025-12-02,1
CUSR-100052,252793.5,2025-11-02,1
CUSR-100052,248449.75,2025-10-03,2
CUSR-100052,250005.82,2025-09-03,2
CUSR-100052,254217.94,2025-08-02,1
CUSR-100052,247371.65,2025-07-03,2
CUSR-100052,250110.82,2025-06-03,2
CUSR-100052,246637.51,2025-05-06,5
